OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
8790078,5.39501953125,8.24417586814549,4516,Casa de Campo de Torneiros,APURE OS SENTIDOS LDA,APURE OS SENTIDOS LDA,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2019/03/25 00:00:00+00,2024/03/25 00:00:00+00,NA,,Não,Sim,Sim,Natural.pt,Não,,Sim,energética,Não,casadecampodetorneiros.com,apureossentidos@gmail.com,Sitio dos Torneiros,6215-659,Unhais da Serra,"40,2641053209945 ; -7,61253946994415",Fiavel,Unhais da Serra,Covilhã,Castelo Branco,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Parque Natural - Serra da Estrela,Rede Natura 2000 (Global),Serra da Estrela,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4516
8790079,5.24267578125,8.12708419117435,4517,Quinta do Molinu,Orlando Matias da Fonseca Carvalho,QUINTA DO MOLINU - TURISMO LDA,CasaDeCampo,0,13,27,2,11,0,0,0,NaoIntegra,,Não,Sim,22,Sim, ,2014,NA,2021/12/15 00:00:00+00,2026/12/15 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.quintadomolinu.com,reservas@quintadomolinu.com,Rua José Francisco da Costa 7,2530-716,S Bartolomeu dos Galegos,"39,2745475272029 ; -9,28209765884632",Fiavel,União das freguesias de São Bartolomeu dos Galegos e Moledo,Lourinhã,Lisboa,Oeste,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Não abrangido,Não abrangido,Oeste e Vale do Tejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/07/18 00:00:00+00,Sim,4517
8790080,5.324951171875,8.19061368589044,4518,Albergue do Bonjardim,Hubertus Johannes Lenders,Hubertus Johannes Lenders,TurismoDeHabitacao,0,7,16,7,0,0,0,0,NaoIntegra,,Não,Sim,80,Não,,1992,NA,2019/07/29 00:00:00+00,2024/07/29 00:00:00+00,NA,,Sim,Não,Sim,Agricultura biológica,Não,,Não,,Não,www.bonjardim.nl,info@bonjardim.eu,Albergue do Bonjardim,6100-459,Nesperal,"39,8130004072311 ; -8,1633488993382",Fiavel,"União das freguesias de Cernache do Bonjardim, Nesperal e Palhais",Sertã,Castelo Branco,Médio Tejo,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Sim,4518
8790081,5.1689453125,8.06988550202981,4519,Cova do Pisão,Miguel da Silveira Mascarenhas de Oliveira,RISCOMAIOR - TURISMO UNIPESSOAL LDA,CasaDeCampo,0,5,10,1,4,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2014/03/28 00:00:00+00,2019/03/28 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,riscomaior@sapo.pt,"Cova do Pisão, Rua da Ferrenha, 3",7150-369,Rio de Moinhos Brb,"38,7631310687084 ; -7,50515832941162",Fiavel,Rio de Moinhos,Borba,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4519
8790082,3009.50952148438,219.741483499245,4520,Hotel Rubi,M GRACA CAMPOS LDA,M GRACA CAMPOS LDA,Hotel,1,17,30,17,0,0,0,0,,,Não,Não,0,Não,,0,Sim,2019/08/28 00:00:00+00,2024/08/28 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.hotelrubi.pt,hotelrubi@hotelrubi.pt,Via Caçador,3505-577,Viseu,"40,6441410516851 ; -7,86512861339319",Fiavel,Rio de Loba,Viseu,Viseu,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/08/30 00:00:00+00,Não,4520
8790083,5.2236328125,8.11290293995317,4522,Cabeças do Reguengo,João Manuel Castelo Madeira Afonso,"CABECAS DO REGUENGO, LDA",Agroturismo,0,11,25,8,3,0,0,0,NaoIntegra,,Não,Não,25,Não, ,2014,NA,2019/02/06 00:00:00+00,2024/02/06 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.cabecasdoreguengo.com,cabecas.reguengo@gmail.com,"Estrada dos Moleiros, 15",7300-405,Reguengo,"39,2895651800329 ; -7,39447218754414",Fiavel,União das freguesias de Reguengo e São Julião,Portalegre,Portalegre,Alto Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Parque Natural - Serra de Sao Mamede,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Sim,4522
8790084,5.5693359375,8.37637961676184,4523,Casa de Campo S. João,Maria Celeste Margarida Fernandes Valente,Maria Celeste Margarida Fernandes Valente,CasaDeCampo,0,3,4,2,1,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2014/03/06 00:00:00+00,2019/03/06 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,mcelestevalente@sapo.pt,Largo da Fonte - Lamares - Vila Real,5000-132,Lamares,"41,3324770561388 ; -7,63093555072745",Fiavel,União das freguesias de Mouçós e Lamares,Vila Real,Vila Real,Douro,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4523
8790085,5.24609375,8.12983104435508,4524,Casas de São José,JOSE COSTA HERD,JOSE COSTA HERD,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,2014,NA,2015/06/09 00:00:00+00,2020/06/09 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,casasdesjose@gmail.com,  Qta de S. José- Estrada da Bairrada nº 5,2040-481,Asseiceira Rmr,"39,294487121911 ; -8,9320512166619",Fiavel,Asseiceira,Rio Maior,Santarém,Lezíria do Tejo,Alentejo,Continente,Turismo do Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Oeste e Vale do Tejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2019/07/18 00:00:00+00,Não,4524
8790086,5.0654296875,7.99063168074009,4526,Herdade das Barradas da Serra,HERDADE DAS BARRADAS DA SERRA SOCIEDADE AGRICOLA,HERDADE DAS BARRADAS DA SERRA SOCIEDADE AGRICOLA,Agroturismo,0,12,18,7,3,0,0,0,NaoIntegra,,Não,Sim,30,Não, ,2009,NA,2019/12/26 00:00:00+00,2024/12/26 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.barradasdaserra.pt,geral.hbs@gmail.com,"EN 261-1, Km 16,",7570-284,Grândola,"38,1943027126007 ; -8,61748014877808",Fiavel,União das freguesias de Grândola e Santa Margarida da Serra,Grândola,Setúbal,Alentejo Litoral,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,,Sim,4526
8790087,5.05517578125,7.98027495822854,453,Outeiro da Vila,Outeiro da Vila Casas de Campo Turismo Rural Lda,Outeiro da Vila Casas de Campo Turismo Rural Lda,CasaDeCampo,0,6,12,4,2,0,0,0,NaoIntegra,,Não,Sim,30,Não, ,2008,NA,2022/12/09 00:00:00+00,2027/12/09 00:00:00+00,NA,,Sim,Não,Não,,Não,,Não,,Não,www.outeirodavila.com,outeiro_vila@hotmail.com,Rua do Outeiro nº 37,7830-654,Vila Verde de Ficalho,"37,9465264795642 ; -7,30527682158015",Fiavel,Vila Verde de Ficalho,Serpa,Beja,Baixo Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,453
8790088,19255.05078125,1039.82918930818,4530,Grande Hotel Thermas Nature & SPA,Carlos Manuel Raposo Matos,"Geopor Unipessoal, Lda",Hotel,3,129,258,117,12,0,0,0,NaoIntegra,,Não,Sim,200,Não,"sala de jogos, sala de entretenimento de crianças, salas de estar principal, bar, 2 grandes salas de jantar, sala de apoio, ginásio",0,Sim,2016/07/29 00:00:00+00,2021/07/29 00:00:00+00,ProjetoAlteracoes,2017/06/06 00:00:00+00,Não,Não,Não,,Não,,Não,,Não,www.grandehotellisboa.pt,geral@grandehotellisboa.pt,"Rua Principal, 390",3660-692,Várzea Sps,"40,7405706188645 ; -8,09058229506114",Fiavel,"União das freguesias de São Pedro do Sul, Várzea e Baiões",São Pedro do Sul,Viseu,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Sim,4530
8790089,5.552734375,8.36402412190749,4532,Casa das Quintas,CASA DAS QUINTAS EXPLORA??O TURISTICA AGRO PECUAR,CASA DAS QUINTAS EXPLORA??O TURISTICA AGRO PECUAR,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2004,NA,2021/08/13 00:00:00+00,2026/08/13 00:00:00+00,NA,,Sim,Não,Não,,Não,,Não,,Não,www.casadasquintas.com,info@casadasquintas.com,Rua da Escola nº4 - Quintas das Quebradas,5200-150,Castelo Branco Mgd,"41,244117199303 ; -6,77622472934152",Fiavel,Castelo Branco,Mogadouro,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4532
8790090,5.566162109375,8.37451515696562,4535,Quinta da Porta,LUISA MARIA ALMEIDA TORRES BELCHIOR,LUISA MARIA ALMEIDA TORRES BELCHIOR,Agroturismo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2019/02/19 00:00:00+00,2024/02/19 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casaldaporta.pt,luisabelchior@sapo.pt,Beco de São Sebastião - São Salvador - Mirandela,5370-632,São Salvador,"41,447349037369 ; -7,14921784829776",Fiavel,São Salvador,Mirandela,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Não,4535
8790091,5.525390625,8.34402856818194,4538,Cerrado dos Outeirinhos,INSPIRAÇÃO DO CAMPO UNIPESSOAL LDA,INSPIRAÇÃO DO CAMPO UNIPESSOAL LDA,CasaDeCampo,0,6,12,5,1,0,0,0,NaoIntegra,,Não,Sim,0,Não, ,2013,NA,2017/03/17 00:00:00+00,2022/03/17 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.cerradodosouteirinhos.com,joseaferreira2@sapo.pt,"Rua Major Monteiro Leite, n.º 64/66",4690-031,Cinfães,"41,0751953957638 ; -8,09601709615729",Fiavel,Cinfães,Cinfães,Viseu,Tâmega e Sousa,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4538
8790092,69556.7390136719,1541.46345499324,4539,Apartamentos Turísticos Clube Praia da Oura,"Soc. Empr. Imobiliários do Sul-SEIS, Lda.","POLVILHA SUCESSO, UNIPESSOAL, LDA",ApartamentosTuristicos,4,511,1098,0,0,511,0,0,NaoIntegra,,Não,Não,0,Não,"Restaurante; Bar; Jacuzzi; Minimercado; Clube de crianças; Piscina exterior (adultos e crianças); Solário; Bowling",1981,Sim,2017/05/16 00:00:00+00,2022/05/16 00:00:00+00,ProjetoAlteracoes,2017/07/20 00:00:00+00,Não,Não,Não,,Não,,Não,,Não,www.muthuhotels.com,legal.officer@muthuhotelsmgm.com,Clube Praia da Oura - Apartado 827,8200-619,Albufeira,"37,0874071243391 ; -8,22350145572194",Fiavel,Albufeira e Olhos de Água,Albufeira,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,POC Odeceixe - Vilamoura,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,4539
8790093,5.58251953125,8.38570614772724,4540,Casa do Largo,MARIA ALZIRA VAZ,MARIA ALZIRA VAZ,CasaDeCampo,0,2,3,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2012,NA,2021/09/21 00:00:00+00,2026/09/21 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casasdobairrinho.com,casasdobairrinho@gmail.com,Rua do Bairrinho nº 34,5350-312,Sambade,"41,4125724614618 ; -6,96914942019737",Fiavel,Sambade,Alfândega da Fé,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,4540
8790094,5.19677734375,8.09150753900248,4543,Casa da Vila de Cabeção,Maria Luisa Gonçalves Cabral Flecha,Maria Luisa Gonçalves Cabral Flecha,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2000,NA,2019/04/17 00:00:00+00,2024/04/17 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.facebook.com/Casa.Vila.Cabecao,casa.vila.cabecao@gmail.com,"Rua Dr José Ferreira Prates Canelas, 2",7490-093,Cabeção,"38,952642725446 ; -8,07449401251312",Fiavel,Cabeção,Mora,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Cabeção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4543
8790095,1467.9326171875,181.917646500847,4544,Apartamentos Turísticos Dunamar,TURISMIL EMPREENDIMENTOS TURISTICOS E HOTELEIROS,Turismil-Empreendimentos Turísticos e Hoteleiros,ApartamentosTuristicos,3,14,28,0,0,14,0,0,NaoIntegra,,Não,Sim,25,Não,Sala de reuniões,1996,Sim,2020/04/15 00:00:00+00,2025/04/15 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.dunamarmilfontes.com,geral@dunamarmilfontes.com,Rua dos Médos n.º 2,7645-281,Vila Nova de Milfontes,"37,72358156003 ; -8,78763924911004",Fiavel,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Parque Natural - Sudoeste Alentejano e Costa Vicentina,Costa Sudoeste,Costa Sudoeste,Costa Sudoeste,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Alentejo,POC Espichel - Odeceixe,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/04/17 12:22:27+00,Sim,4544
8790096,5.6728515625,8.45361580908364,4546,Casa do Alpendre,EIRANCESTRAL UNIPESSOAL LDA,EIRANCESTRAL UNIPESSOAL LDA,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2014,NA,2019/01/08 00:00:00+00,2024/01/08 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,odete.esteves@gmail.com,Rua do Cimo do Povo,5300-542,França,"41,9400051136739 ; -6,76435807040915",Fiavel,França,Bragança,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Parque Natural - Montesinho,Rede Natura 2000 (Global),Montesinho/Nogueira,Montesinho/Nogueira,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,4546
8790097,5.434326171875,8.27405915810762,4547,Casa dos Limos Verdes - Casa de Campo,"PREDICONFORTO - COMPRA E VENDA DE IMÓVEIS, S.A.","PREDICONFORTO - COMPRA E VENDA DE IMÓVEIS, S.A.",CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2013,NA,2017/07/13 00:00:00+00,2022/07/13 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casalimosverdes.com,sonia@drtmoldes.com,"Rua Fonte dos Limos Verdes, nº 13",6290-081,Folgosinho,"40,5115730197899 ; -7,51310393100916",Fiavel,Folgosinho,Gouveia,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Parque Natural - Serra da Estrela,Rede Natura 2000 (Global),Serra da Estrela,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Aldeias de Montanha,Não,Não,2019/07/18 00:00:00+00,Não,4547
8790098,5.51318359375,8.33387920442608,455,CASA DOS ESTEIOS,José Joaquim Nogueira da Rocha,NOGUEIRA DA ROCHA & FILHOS AGRO TURISMO LDA,Agroturismo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,0,NA,2016/12/02 00:00:00+00,2021/12/02 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casadosesteios.com,info@casadosesteios.com,S.Miguel de Paredes,4575-303,Paredes Pnf,"41,1216858225858 ; -8,28616567410548",Fiavel,Termas de São Vicente,Penafiel,Porto,Tâmega e Sousa,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Não,455
8790099,286434.146972656,2798.20104345136,4550,Pousada da Serra da Estrela,"Enatur Empresa Nacional de Turismo, S.A.",GRUPO PESTANA POUSADAS INVESTIMENTOS TURISTICOS S,Pousada,0,92,184,80,12,0,0,0,NaoIntegra,,Não,Sim,0,Sim,"Sala conferências; Bar; Sala de jogos; SPA; Restaurante; Piscina exterior",2014,Sim,2019/10/18 00:00:00+00,2024/10/18 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.pousadas.pt,pedro.pinto@pestana.com,Estrada Nacional 339 - Penhas da Saúde,6200-000,Covilhã,"40,2917766266223 ; -7,53305575336082",Fiavel,"União das freguesias de Cantar-Galo e Vila do Carvalho; União das freguesias de Covilhã e Canhoso",Covilhã,Castelo Branco,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Parque Natural - Serra da Estrela,Serra da Estrela,Serra da Estrela,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/10/21 00:00:00+00,Sim,4550
8790100,4.9580078125,7.90259320852436,4551,Casa de Campo do Vale do Asno,VISTALCANÇA LDA,VISTALCANÇA LDA,CasaDeCampo,0,9,18,9,0,0,0,0,NaoIntegra,,Não,Sim,25,Não, ,2013,NA,2020/04/15 00:00:00+00,2025/04/15 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.casacampovaledoasno.pt,casa.campo.v.asno@gmail.com,Vale do Asno,8950-440,Altura,"37,2067643582302 ; -7,52924950327295",Fiavel,Altura,Castro Marim,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Não abrangido,Não abrangido,Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/07/18 00:00:00+00,Não,4551
8790101,5.314453125,8.18362174162594,4554,Casa Ouro,Bernhard Nowakowsky,NOWAVINO LDA,Agroturismo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2011,NA,2020/07/01 00:00:00+00,2025/07/01 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.quintadosobral.com,brigitte.quintadosobral@gmail.com,"Rua Principal - Porto Douro, Figueiró dos Vinhos",3260-342,Figueiró dos Vinhos,"39,8921189359581 ; -8,27190376335884",Fiavel,União das freguesias de Figueiró dos Vinhos e Bairradas,Figueiró dos Vinhos,Leiria,Região de Leiria,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,,Sim,4554
8790102,5.33740234375,8.19987399324606,4555,Quinta do Sobral - O Solar,BERNHARD HENRYK DR NOWAKOWSKY,BERNHARD HENRYK DR NOWAKOWSKY,CasaDeCampo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,0,NA,2018/03/02 00:00:00+00,2023/03/02 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.quintadosobral.com,brigitte.quintadosobral@gmail.com,Rua Principal - Porto Douro,3260-342,Figueiró dos Vinhos,"39,8921184298846 ; -8,2718961671766",Fiavel,União das freguesias de Figueiró dos Vinhos e Bairradas,Figueiró dos Vinhos,Leiria,Região de Leiria,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2019/07/18 00:00:00+00,Sim,4555
8790103,5.533935546875,8.34939076984053,456,Quinta da Ferradosa,QUINTA DA FERRADOSA TURISMO RURAL LDA,QUINTA DA FERRADOSA TURISMO RURAL LDA,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2006,NA,2019/12/03 00:00:00+00,2024/12/03 00:00:00+00,NA,,Não,Sim,Não,,Não,,Não,,Não,www.quintadaferradosa.pt,ferradosa@quintadaferradosa.pt,Lugar da Ferradosa,5180-160,Freixo de Espada à Cinta,"41,1276778988547 ; -6,83470156671973",Fiavel,União das freguesias de Freixo de Espada à Cinta e Mazouco,Freixo de Espada à Cinta,Bragança,Douro,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Parque Natural - Douro Internacional,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Alto Douro Vinhateiro - Zona Especial de Proteção,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Não,456
8790104,4202.396484375,774.747143177852,4561,Torre de Palma Wine Hotel Rural,"I.P.B.R. Invest., S.A.","Torre de Palma, Lda",HotelRural,5,19,38,10,8,1,0,0,NaoIntegra,,Não,Sim,0,Sim,"Piscina Interior com hidromassagem; Sala de leitura e televisão; sala de estar; sala da lareira; Biblioteca, terraço de observação astronómica",2014,Sim,2019/12/17 00:00:00+00,2024/12/17 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.torredepalma.com,reservas@torredepalma.com,Herdade de Torre de Palma,7450-250,Vaiamonte,";",Fiavel,Vaiamonte,Monforte,Portalegre,Alto Alentejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Não abrangido,Monforte,Não abrangido,Não abrangido,Não abrangido,Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2020/01/15 00:00:00+00,Sim,4561
